852.15979,0.66364,0.216950
862.976807,0.659032,0.219264
873.755859,0.666776,0.215389
884.496948,0.614786,0.242781
895.200073,0.539381,0.288815
905.865295,0.51625,0.304614
916.492554,0.501245,0.315323
927.081848,0.49067,0.323095
937.633179,0.482325,0.329363
948.146545,0.4882,0.324938
958.622009,0.49932,0.316723
969.059509,0.503893,0.313406
979.459045,0.503031,0.314028
989.820679,0.499106,0.316879
1000.144287,0.492532,0.321713
1010.429993,0.487648,0.325351
1020.677734,0.481326,0.330122
1030.887573,0.474672,0.335219
1041.059326,0.469799,0.339001
1051.193237,0.465577,0.342313
1061.289185,0.463574,0.343895
1071.347168,0.463041,0.344317
1081.36731,0.462933,0.344403
1091.349365,0.464313,0.343310
1101.293457,0.467709,0.340636
1111.199707,0.471181,0.337924
1121.067871,0.47677,0.333603
1130.898193,0.487558,0.325418
1140.690552,0.511729,0.307802
1150.444946,0.538233,0.289579
1160.161377,0.554586,0.278878
1169.839844,0.559302,0.275866
1179.480469,0.562262,0.273992
1189.083008,0.566124,0.271566
1198.647705,0.569901,0.269215
1208.174316,0.571393,0.268292
1217.663086,0.56911,0.269706
1227.113892,0.564968,0.272290
1236.526733,0.561047,0.274760
1245.901611,0.556839,0.277435
1255.238525,0.554116,0.279180
1264.537598,0.553441,0.279614
1273.798584,0.553961,0.279279
1283.021729,0.556851,0.277427
1292.206787,0.562281,0.273980
1301.354004,0.570694,0.268724
1310.463257,0.584268,0.260455
1319.534546,0.601836,0.250129
1328.567871,0.623108,0.238173
1337.563232,0.644769,0.226585
1346.520752,0.663095,0.217223
1355.440186,0.680413,0.208731
1364.321777,0.699464,0.199773
1373.165283,0.732606,0.185095
1381.970947,0.790951,0.161826
1390.738647,0.873949,0.133675
1399.468384,0.95703,0.110400
1408.160156,1.021465,0.095178
1416.813965,1.057543,0.087590
1425.429932,1.079037,0.083361
1434.007812,1.092193,0.080874
1442.547852,1.098206,0.079762
1451.049805,1.100128,0.079409
1459.513916,1.095429,0.080273
1467.940063,1.086509,0.081939
1476.328247,1.072437,0.084638
1484.678467,1.053055,0.088500
1492.990723,1.034191,0.092429
1501.265137,1.014514,0.096713
1509.501465,0.99094,0.102108
1517.699951,0.971246,0.106845
1525.860352,0.951176,0.111898
1533.98291,0.931213,0.117162
1542.067505,0.912747,0.122251
1550.114136,0.897118,0.126731
1558.122803,0.883197,0.130859
1566.093506,0.866822,0.135887
1574.026367,0.853001,0.140281
1581.921143,0.842039,0.143867
1589.778076,0.830306,0.147807
1597.597046,0.817348,0.152283
1605.37793,0.808926,0.155265
1613.120972,0.799955,0.158506
1620.82605,0.792089,0.161403
1628.493164,0.784885,0.164102
1636.122437,0.776663,0.167239
1643.713623,0.765203,0.171711
1651.266968,0.756189,0.175312
1658.782227,0.741012,0.181547
1666.259644,0.725815,0.188012
1673.699097,0.708525,0.195648
1681.100586,0.699937,0.199555
1688.464111,0.691346,0.203542
1695.789673,0.689599,0.204362
1703.077271,0.677049,0.210354
1710.326904,0.67244,0.212598
1717.538696,0.670335,0.213631
1724.712524,0.670729,0.213438
1731.848267,0.6722,0.212716
1738.946167,0.66476,0.216391
1746.006104,0.666189,0.215681
1753.028076,0.667171,0.215193
1760.012085,0.665499,0.216024
1766.95813,0.664614,0.216464
1773.866333,0.662655,0.217443
1780.73645,0.666574,0.215489
